"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1083056";"";"None";"367.49";"0";"4.22";"298";"COc1cc2c(cc1OC)C(O)C(CC1CCN(c3ccccc3)CC1)C2";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"17.75";"0.33";"2.30";"15.56";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"300.0"
"CHEMBL1086246";"";"None";"418.54";"0";"4.90";"306";"CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1";"IC50";"'='";"24.7";"nM";"7.61";"";"";"UO_0000065";"18.18";"0.34";"2.71";"14.98";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"24.7"
"CHEMBL124156";"";"None";"404.51";"0";"4.97";"309";"CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1";"IC50";"'='";"54.6";"nM";"7.26";"";"";"UO_0000065";"17.95";"0.33";"2.29";"14.30";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"54.6"
"CHEMBL340427";"XANTHOSTIGMINE";"None";"446.50";"0";"4.57";"311";"CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"21.33";"0.39";"4.95";"11.76";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.3"
"CHEMBL75305";"";"None";"480.66";"1";"6.42";"334";"c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3";"IC50";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"17.31";"0.32";"1.90";"11.00";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"4.8"
"CHEMBL76173";"";"None";"494.69";"1";"6.81";"335";"c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"17.96";"0.33";"2.08";"11.75";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"1.3"
"CHEMBL59977";"";"None";"243.27";"0";"2.60";"344";"Nc1c2c(nc3ccc([N+](=O)[O-])cc13)CCCC2";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"22.70";"0.42";"2.92";"6.73";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"3000.0"
"CHEMBL61533";"";"None";"216.26";"0";"2.83";"347";"Nc1c2c(nc3cc(F)ccc13)CCCC2";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"32.65";"0.60";"4.23";"18.15";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"87.0"
"CHEMBL61930";"";"None";"267.16";"0";"4.00";"348";"Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"23.69";"0.51";"2.33";"16.26";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"470.0"
"CHEMBL1085017";"";"None";"319.36";"0";"4.77";"353";"O=[N+]([O-])c1ccc2nc3c(c(Nc4ccccc4)c2c1)CCCC3";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"18.15";"0.33";"1.03";"8.52";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"1600.0"
"CHEMBL59782";"";"None";"330.90";"1";"6.15";"357";"CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"23.83";"0.47";"1.74";"31.65";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"13.0"
"CHEMBL61986";"";"None";"326.48";"1";"5.50";"359";"CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"19.41";"0.36";"0.84";"18.56";"1";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"460.0"
"CHEMBL1085939";"";"None";"590.67";"2";"5.64";"372";"CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1";"IC50";"'='";"9.81";"nM";"8.01";"";"";"UO_0000065";"13.56";"0.25";"2.37";"5.81";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"9.81"
"CHEMBL1085940";"";"None";"588.70";"2";"6.20";"373";"CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1";"IC50";"'='";"4.94";"nM";"8.31";"";"";"UO_0000065";"14.11";"0.26";"2.11";"6.46";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"4.94"
"CHEMBL224158";"";"None";"454.62";"1";"5.93";"375";"O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"15.74";"0.29";"1.22";"10.25";"0";"CHEMBL1119333";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155460";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"70.0"
"CHEMBL225451";"";"None";"459.59";"1";"6.42";"17";"COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"9.57";"0.18";"-2.02";"8.47";"0";"CHEMBL915960";"Inhibition of human erythrocyte AchE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144481";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"40.0"
"CHEMBL427249";"";"None";"401.51";"1";"5.63";"5";"CN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1";"IC50";"'='";"7780.0";"nM";"5.11";"";"";"UO_0000065";"12.72";"0.23";"-0.52";"11.97";"0";"CHEMBL915960";"Inhibition of human erythrocyte AchE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144481";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.78"
"CHEMBL4083174";"";"None";"473.02";"1";"7.31";"5";"COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"12.89";"0.24";"-1.21";"14.05";"0";"CHEMBL4005227";"Inhibition of acetylcholinesterase isolated from human red blood cells using acetylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured every 2 mins by Ellman's method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004805";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"0.8"
"CHEMBL335922";"";"None";"190.25";"0";"1.48";"4b";"Nc1c2c(nc3c1CCCO3)CCC2";"IC50";"'='";"1120.0";"nM";"5.95";"";"";"UO_0000065";"31.28";"0.58";"4.47";"12.36";"0";"CHEMBL644109";"In vitro inhibition of acetylcholinesterase isolated from human erythrocytes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126001";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1991";"None";"";"";"";"1120.0"
"CHEMBL355740";"";"None";"244.72";"0";"3.84";"t18";"Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1";"IC50";"'='";"85.11";"nM";"7.07";"";"";"UO_0000065";"28.89";"0.57";"3.23";"18.17";"1";"CHEMBL829159";"In vitro inhibitory activity against human erythrocyte acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138734";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"-7.07"
"CHEMBL1834065";"";"None";"419.53";"0";"4.30";"6h";"CC(C)(C)OC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1";"IC50";"'='";"50800.0";"nM";"4.29";"";"";"UO_0000065";"10.24";"0.19";"-0.01";"6.08";"0";"CHEMBL1837219";"Inhibition of human AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833829";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"50.8"
"CHEMBL3425890";"";"None";"421.25";"0";"3.98";"a9";"COc1cc(/C=C/c2ccc3ccccc3[n+]2C)ccc1F.[I-]";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"18.86";"0.34";"1.57";"42.36";"0";"CHEMBL4049960";"Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate pretreated for 15 mins followed by substrate addition measured for 2 mins by DTNB reagent based spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049393";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"2.8"
"CHEMBL4104589";"";"None";"407.68";"0";"4.49";"a18";"C[n+]1c(/C=C/c2ccc(Cl)cc2)ccc2ccccc21.[I-]";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"19.08";"0.37";"0.87";"138.06";"0";"CHEMBL4049960";"Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate pretreated for 15 mins followed by substrate addition measured for 2 mins by DTNB reagent based spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049393";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"4.4"
"CHEMBL4096862";"";"None";"475.37";"0";"4.08";"a20";"CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-]";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.22";"0.32";"1.92";"20.52";"0";"CHEMBL4049960";"Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate pretreated for 15 mins followed by substrate addition measured for 2 mins by DTNB reagent based spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049393";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"1.0"
"CHEMBL95";"TACRINE";"4.0";"198.27";"0";"2.70";"1";"Nc1c2c(nc3ccccc13)CCCC2";"IC50";"'='";"205.0";"nM";"6.69";"";"";"UO_0000065";"33.73";"0.61";"3.99";"17.19";"0";"CHEMBL644108";"Inhibition of acetylcholinesterase isolated from Human erythrocytes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133449";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"205.0"
"CHEMBL2413741";"";"None";"371.91";"1";"5.38";"3c";"CC(C)N(CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1)C(C)C";"IC50";"'='";"3680.0";"nM";"5.43";"";"";"UO_0000065";"14.61";"0.29";"0.05";"13.21";"0";"CHEMBL2416840";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins before substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413025";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"3.68"
"CHEMBL136719";"";"None";"208.28";"0";"2.12";"34";"CC(=O)Oc1cccc([N+](C)(C)C)c1C";"IC50";"'='";"40831.94";"nM";"4.39";"";"";"UO_0000065";"21.07";"0.40";"2.27";"16.69";"0";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"4.389"
"CHEMBL272230";"";"None";"386.45";"0";"3.02";"4";"O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2";"IC50";"'='";"45.7";"nM";"7.34";"";"";"UO_0000065";"18.99";"0.36";"4.32";"6.90";"0";"CHEMBL932016";"Inhibition of AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141589";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"45.7"
"CHEMBL2413743";"";"None";"355.87";"0";"4.75";"3e";"Clc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"19.35";"0.38";"2.14";"16.73";"0";"CHEMBL2416840";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins before substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413025";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"0.13"
"CHEMBL346605";"";"None";"110.13";"0";"2.13";"7 (table III)";"Cc1ccc(F)cc1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"48.21";"0.91";"3.18";"None";"0";"CHEMBL643382";"IC50 against acetylcholinesterase; value ranges from 1-4900 nM.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126157";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"4900.0"
"CHEMBL346605";"";"None";"110.13";"0";"2.13";"7 (table III)";"Cc1ccc(F)cc1";"IC50";"'='";"9.55";"nM";"8.02";"";"";"UO_0000065";"72.82";"1.37";"5.89";"None";"0";"CHEMBL648291";"Inhibition of acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126157";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"8.02"
"CHEMBL140020";"";"None";"406.61";"1";"5.33";"60";"C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1";"IC50";"'='";"7.998";"nM";"8.10";"";"";"UO_0000065";"19.91";"0.37";"2.77";"47.43";"1";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"8.097"
